OC	MC
qʰun	xjun
qʰun	xjun
qʷʰəәr	xjun
qʰon	xjwon
lˤom	dom
sqʷin	swin
səәləәm	zim
səәləәm 	zim
səәləәm	zim
səәlun	zwin
sNqʷin	zwin
sdun	zwin
səәlun	zwin
səәlun	zwin
sin	sin
sqʷin|ŋ	swin
l̥ un 	xjun
sɢʷin	zwin
sɢʷin	zwin
qˤra	ae
ʔˤrep	ae
ʔˤrep	ae
ʔep	jie
mɢˤa	ngae
mɢˤa	ngae
ŋˤrar	ngea
ŋˤrar	ngea
ŋˤrar	ngea
ɢA	yae
ʔˤraʔ	ae
Nɢˤraʔ	ngae
Nɢˤraʔ	ngae
Nqʰˤraʔ	ngae
ʔˤrak	ae
qˤrəәt	ea
ʔˤret	ea
ŋˤak	ngae
qʰˤraʔ	xae
ʔˤrəәr	ean
qˤin	en
qˤin	en
ʔˤin	en
ʔom	jem
ʔan	jen
ʔan	jen
ʔem	jiem
ʔem	jiem
ʔan	jon
ʔanʔ	jon
ʔan 	hjen
ɢʷam	hjem
ŋˤram 	ngaem
Cŋˤrar	ngaen
Cŋˤrar	ngaen
ŋˤer	ngen
ŋˤer	ngen
Cŋˤer 	ngen
ŋam	ngjaem
ŋan	ngjon
ŋan	ngjon
ŋan	ngjon
ŋar	ngjon
Cəәɢam	yem
Cəәɢam	yem
lem	yem
ɢam	yem
ɢam	yem
ɢrom	yem
ɢan	yen
lan	yen
lan	yen
lon	ywen
ʔomʔ	jem
qarʔ	jon
ʔanʔ	jon
ʔanʔ	jon
ŋˤəәnʔ	ngean
ŋamʔ	ngjaem
ŋar	ngjen
ŋrar	ngjen
ŋar	ngjon
ŋar	ngjon
Nramʔ	yem
Nramʔ	yem
Nqanʔ	yen
Nqanʔ	yen
ʔˤan	aen
ʔˤar	aen
ʔˤen	en
ʔˤen	en
ʔˤen	en
ʔˤen	en
ʔˤin	en
ʔem	jem
ʔem	jiem
Cŋˤrar	ngaen
Cŋˤrar	ngaen
Cŋˤer 	ngen
mqʰram	ngjem
ŋar	ngjen
ŋran	ngjen
ŋrar	ngjen
ŋat	ngje
ŋar	ngjon
ɢom	yem
ɢrom	yem
ʔaŋ	jan
ʔaŋ	jan
ʔaŋ	jan
ʔaŋ	jan
laŋ	yan
ɢaŋ	yan
laŋ	yan
laŋ	yan
laŋ	yan
laŋ	yan
laŋ	yan
laŋ	yan
ɢaŋ	yan
ɢaŋ	yan
sɢaŋ	zjan
Cŋaŋʔ	ngjan
Cəәɢaŋʔ	yan
ɢaŋʔ	yan
ɢaŋʔ	yan
ɢaŋʔ	yan
ʔˤiw	ew
ʔaw	jew
ʔew	jiew
Nkˤraw	haew
Nkˤraw	haew
gˤraw	haew
ŋˤew	ngew
law	yew
law	yew
law	yew
law	yew
law	yew
law	yew
law	yew
ʔˤewʔ	ew
qˤrewk	aewk
qew	jiew
qewk	jiew
ŋˤrawk	ngaew
mrewk	yak
lewk	yew
lewk	yew
lewk	yew
qˤik	e
ɢA	yae
lAjʔ	yae
lAʔ	yae
lAʔ	yae
lAʔ	yae
qat	jo
ɢʷəәp	hi
ɢʷəәp	hi
ɢʷap	hje
ɢʷap	hje
mqʰap	ngjae
mqʰap	ngjae
ŋap	ngjae
ɢAk	yae
ɢAk	yek
ɢAk	yek
ɢrAk	yek
lap	ye
lap	ye
lat	ye
ʔˤij	ej
ʔəәj	j+j
ʔəәj	j+j
ʔij	jij
ʔij	jij
ʔij	jij
qip	ji
ʔit	ji
ʔit	ji
ŋəә 	ngi
ŋəәr 	ngj+j
ŋaj	ngje
ŋaj	ngje
ŋaj	ngje
ɢəә	yi
ɢəә	yi
ləә	yi
ləә	yi
ləә	yi
ləә	yi
ləәj	yij
ləәj	yij
ləәj	yij
laj	ye
laj	ye
laj	ye
laj	ye
ɢuj	ywij
səәləәʔ	zi
qrəәt	i
ʔəәjʔ	j+j
Cəәqajʔ	je
Cəәqajʔ	je
qəәʔ 	hi
mqʰəәjʔ	ngj+j
mqʰajʔ	ngje
mqʰajʔ	ngje
mqʰajʔ	ngje
mɢajʔ	ngje
ləәʔ	yi
ləәʔ	yi
ləәʔ	yi
ɢəәʔ	yi
lajʔ	ye
qˤik	ej
ʔəәk	i
ʔik	ij
qit	ij
qik	ij
ʔik	ik
ʔik	ik
ʔəәk	ik
ʔəәk	ik
ʔəәk	ik
qəәp	i
qip	i
ʔəәj	j+j
qep	jej
qik	jie
qik 	jiek
qik 	jiek
qik	jiek
qip	ji
qip	ji
qip	ji
qˤəәp	o
ŋˤer	ngej
ŋˤij	ngej
mɢˤek	ngek
ŋrəәt	ngij
ŋəәt	ngj+j
ŋəәt	ngj+j
ŋəәt	ngj+j
ŋəәt	ngj+
ŋaj	ngje
ŋaj	ngje
ŋat	ngjej
ŋet 	ngjiej
ŋet 	ngjiej
ŋet 	ngjiej
ŋat	ngjoj
ŋat	ngjoj
ŋat	ngjoj
ɢəәk	yi
ɢəәk	yi
ləәk	yik
ɢʷrəәp 	yik
ɢʷrəәp 	yik
ɢʷrəәp 	yik
ɢʷrəәp 	yik
Nqik	yi
Nrit	yi
lit	yi
ɢik	yi
lek	ye
lap	yej
lat	yej
ɢAk	yek
ɢAk	yek
ɢAk	yek
lAk	yek
lAk	yek
lek	yek
lek	yek
ɢAk	yek
ɢʷek	ywek
ɢʷek	ywek
qəәm	im
qum	im
ʔin	in
ʔəәr	j+n
ʔəәr	j+n
ʔəәr	j+n
ʔəәr	j+n
qim	jim
qin	jin
qin	jin
qin	jin
ʔin	jin
mqʰəәm	ngim
ŋrəәn 	ngin
ŋrəәn	ngin
ŋəәr	ngj+n
ŋəәr	ngj+n
ɢəәr	yij
Nrəәm	yim
Nrəәm	yim
ɢəәr	yin
ɢəәr	yin
qumʔ	im
ʔəәnʔ	j+n
ʔəәnʔ	j+n
ɢəәrʔ	yin
ɢəәrʔ	yin
linʔ	yin
lin	yin
linʔ	yin
mqurʔ	ywin
məәqum	im
qəәmʔ	im
ʔəәrʔ	j+n
ʔiŋ	jin
ɢəәn	yin
ʔˤreŋ	ean
ʔˤreŋ	ean
qəәŋ	in
qəәŋ	in
qəәŋ	in
ʔaŋ	jaen
ʔeŋ	jien
ʔeŋ	jien
ʔeŋ	jien
ʔeŋ	jien
Nqʷˤeŋ	hwen
mqʷˤeŋ	hwen
ŋaŋ	ngjaen
mrəәŋ	yin
ɢeŋ	yen
leŋ 	yen
leŋ	yen
ɢʷeŋ	ywen
qraŋʔ	jaen
leŋʔ	yen
ɢʷeŋʔ	ywen
ŋaŋ	ngjaen
qoŋ om)	jown
qoŋ	jown
loŋ	yown
loŋ	yown
ɢʷraŋʔ	hjwaen
ɢʷraŋ	hjwaen
ɢʷraŋ	hjwaen
ɢʷraŋ	hjwaen
loŋʔ	yown
loŋʔ	yown
loŋʔ	yown
loŋ	yown
ʔiw	jiw
ʔu	juw
ʔu	juw
liw	yuw
liw	yuw
ɢʷəә	hjuw
ɢʷəә	hjuw
Nru	yuw
Nru	yuw
Nru	yuw
Nru	yuw
lu	yuw
ɢu	yuw
ɢu	yuw
lu	yuw
ɢʷəәʔ	hjuw
ɢʷəәʔ	hjuw
Nruʔ	yuw
Nruʔ	yuw
Nruʔ	yuw
luʔ	yuw
luʔ	yuw
ʔiw	jiw
ɢʷəәʔ	hjuw
ɢʷəәʔ	hjuw
ɢʷəәk	hjuw
ɢʷəәʔ	hjuw
ɢʷəәʔ 	hjuw
ɢʷəәʔ	hjuw
ɢʷəәʔ	hjuw
ɢʷəәk	hjuwk
luʔ	yuw
qʷa	ju
qʷa	ju
ɢʷa	hju
ʔa	jo
lˤo	duw
gruj	gwij
ɢʷa	hju
ɢʷa	hju
ɢʷa	hju
ɢʷa	hju
ɦʷa a)	hju
rŋa	ngjo
ŋa	ngjo
ŋa	ngjo
ŋa	ngjo
ŋʷa	ngju
ŋʷa	ngju
ŋo	ngju
ŋʷa	ngju
la	yo
la	yo
laʔ	yo
mqa	yo
mqaʔ	yo
ɢo	yu
ɢo	yu
lo	yu
lo	yu
lo	yu
lo	yu
lo	yu
lo	yu
Cəәlo	zyu
qoʔ	ju
Cɢʷaʔ	hju
ɢʷaʔ	hju
ɢʷaʔ	hju
ɢʷaʔ	hju
mqʰaʔ	ngjo
mqʰaʔ	ngjo
ŋaʔ	ngjo
ŋaʔ	ngjo
laʔ	yo
mqaʔ	yo
mqaʔ	yo
ɢoʔ	yu
qut	ju
ʔut	ju
qʷəәk	juwk
qʷəәk	juwk
ʔuk	juwk
ʔuk	juwk
ɢʷa	hju
ɢʷaʔ	hju
ɢʷrəәk	hwik
ɢʷrəәk	hwik
ɢʷrəәk	hwik
ɢʷrəәt	hwi
mqʰaʔ	ngjo
mqʰaʔ	ngjo
ŋa	ngjo
ŋa	ngjo
ŋaʔ	ngjo
ŋok 	ngjowk
ŋrok	ngjowk
ŋo	ngju
ŋo	ngju
qʷʰrəәk	xwik
mqa	yo
ɢa	yo
laʔ	yo
laʔ	yo
mqa	yo
mqa	yo
ɢaʔ	yo
ɢok	yowk
loʔ	yu
lo	yu
liwk	yuwk
luk	yuwk
mquk	yuwk
mquk	yuwk
mquk	yuwk
ɢʷrəәp 	yuwk
ɢʷrəәp	yuwk
Nqʷit	ywi
Nrut	ywi
mrut	ywi
ɢʷit	ywi
qʷen	jwien
qʷenʔ	jwien
ʔʷˤiŋ	wen
qʷˤen	wen
qʷˤen	wen
mkqʷenʔ	gjwien
ɢʷen	hjwen
ɢʷen	hjwen
ɢʷen	hjwen
Cɢʷan	hjwon
ɢʷan	hjwon
ɢʷan	hjwon
ɢʷan	hjwon
ɢʷan	hjwon
ɢʷar	hjwon
ɢʷan	hjwon
Nɢʷar	ngjwon
Nɢʷar	ngjwon
Nɢʷar	ngjwon
ŋor 	ngjwon
ɢʷen	ywen
lon	ywen
ʔorʔ	jwon
ʔorʔ	jwon
Cɢʷanʔ	hjwon
ʔor	jwon
ɢʷran	hjwen
ɢʷran	hjwen
ŋon 	ngjwon
ŋon 	ngjwon
qewk	jak
qˤrewk	jak
ɢʷat	hjwo
ɢʷat	hjwo
ɢʷat	hjwo
ɢʷat	hjwo
ɢʷat	hjwo
ŋˤrawk	ngaewk
ŋˤrok	ngaewk
ŋˤrok	ngaewk
ŋʷat	ngjwo
ŋʷˤat	ngwae
lewk	yak
lewk	yak
lewk	yak
lot	ywe
lot	ywe
lot	ywe
lot	ywe
lot	ywe
ɢʷəәn	hjun
ɢʷəәn	hjun
ɢʷəәn	hjun
ɢʷəәr	hjun
ɢʷrin	hwin
Nqʷin	ywin
ɢʷiŋ	ywin
ʔunʔ	jun
ɢʷrəәnʔ	hwin
lurʔ	ywin
lurʔ	ywin
ʔun	jun
ʔunʔ	jun
ɢʷəәr	hjun
mqʷin 	hwin
mqʷin 	hwin
mqʷin 	hwin
liŋ	yin
tsˤəәp	tso
dzˤup	dzo
tsˤəә	tsoj
tsˤəә	tsoj
tsˤəә	tsoj
tsˤəә	tsoj
tsˤəә	tsoj
tsˤəә	tsoj
tsˤəә	tsoj
tsˤəә	tsoj
tsˤəәʔ	tsoj
tsˤəәʔ	tsoj
dzˤəәʔ	dzoj
mtsˤəәʔ	dzoj
tsˤəә	tsoj
tsˤəәʔ	tsoj
tsˤəәʔ	tsoj
Cəәtsˤəәm	tsom
tsrəәm	tsrim
tsˤəәp	tso
dzˤam	dzam
tsˤarʔ	tsan
tsˤaŋ	tsan
tsˤaŋ	tsan
mtsʰˤaŋ	dzan
tsˤaŋ	tsan
tsˤu	tsaw
tsˤu	tsaw
dzˤawk	dzak
dzˤawk	dzowk
Nəәtsˤuʔ	tsaw
tsˤawʔ	tsaw
tsˤuʔ	tsaw
məәtsˤawʔ	tsaw
məәtsˤawʔ	tsaw
tsˤuʔ	tsaw
dzˤuʔ	dzaw
dzˤuʔ	dzaw
Csˤawʔ	saw
Csˤaw	saw
tsˤuk	tsaw
tsʰˤuʔ	tshaw
lˤrak	draek
tsˤəәk	tsok
tsˤəәk	tsok
tsˤrak	tsraek
stˤrek	tsreak
stˤrek	tsreak
tsrəәk	tsrik
tsrəәk	tsrik
tsrəәk	tsrik
tsrəәk	tsrik
tsrəәk	tsrik
tsrəәk	tsrik
kdzˤəәk	dzok
tsrəәm	tsrim
dzəәŋ	dzin
tsˤəәŋ	tson
tsˤəәŋ	tson
stˤəәŋ	tson
dzˤəәŋ	dzon
Stəәŋ	tsin
tsˤra	tsrae
sqˤrəәt	tsrea
məәtsˤrap 	tsrea
dzˤrak	dzrae
tsˤrak	tsrae
tˤrek	treak
tsˤrəәj	tsreaj
mtˤak	draek
dˤreʔ	drea
stˤrek	tsrea
stˤrek	tsrea
tsret	tsreaj
tsret	tsreaj
Cqˤan	kan
trem	trjem
tran	trjen
tqam	tsyem
tqam	tsyem
tam	tsyem
tam	tsyem
tem	tsyem
tqan	tsyen
tan	tsyen
tan	tsyen
tqanʔ	tsyen
trenʔ	trjen
trenʔ	trjen
trenʔ	trjen
tran	trjen
tsramʔ	tsream
tsrarʔ	tsrean
dzˤranʔ	dzraen
dzˤran	dzraen
dzranʔ	dzrean
dzranʔ 	dzrean
tranʔ	trjen
tranʔ	trjen
tranʔ	trjen
tar	tsyen
tar	tsyen
Ctraŋ	trjan
taŋ	tsyan
taŋ	tsyan
taŋ	tsyan
traŋʔ	trjan
ktaŋʔ	tsyan
draŋʔ	drjan
traŋ	trjan
tˤriw	traew
taw	trjew
taw	tsyew
tsˤuʔ	tsraew
tsˤuʔ	tsraew
tawʔ	tsyew
lˤrewk	draew
lˤrewk	draew
drewʔ	drjew
lrawʔ	drjew
draw	drjew
tˤrawk	traew
taw	tsyew
taw	tsyew
taw	tsyew
tA	tsyae
mtˤrek	dreak
drip	dri
dret	drje
nˤip	ne
tnˤep	te
tˤrak	traek
Ctˤrek	treak
trep	trje
tnrep	trje
tret	trje
tret	trje
tat	tsyej
tnep	tsye
tnep	tsye
tat	tsye
tet	tsye
tAʔ	tsyae
tAʔ	tsyae
tAk	tsyae
tAk	tsyae
trəәm	trim
trəәn	trin
treŋ	trjen
treŋ	trjen
tsrin	tsrin
tsrin	tsrin
tkəәm	tsyim
tkəәm	tsyim
tkəәm	tsyim
tqəәm	tsyim
tqin	tsyin
tin	tsyin
tin	tsyin
təәr	tsyin
mtəәnʔ	drin
tʰrəәr	trhij
tʰrəәrʔ	trhin
tkəәmʔ	tsyim
təәnʔ	tsyin
tinʔ	tsyin
tinʔ	tsyin
təәnʔ	tsyin
təәnʔ	tsyin
təәnʔ	tsyin
təәnʔ	tsyin
lrəәmʔ	drim
lrəәm	drim
lrəәm	drim
lrin	drin
lrin	drin
tʰrəәn	trhin
tin	trin
tkəәmʔ	tsyim
təәr	tsyin
təәr	tsyin
dzˤreŋ	dzrean
tˤreŋ	trean
trəәŋ	trin
tsˤreŋ 	tsrean
təәŋ	tsyin
təәŋ	tsyin
təәŋ	tsyin
Cteŋ	tsyen
teŋ	tsyen
təәŋʔ	tsyin
təәŋʔ	tsyin
təәŋʔ	tsyin
teŋʔ	tsyen
dreŋ	drjen
təәŋ	tsyin
teŋ	tsyen
teŋ	tsyen
teŋ	tsyen
tre	trje
tre	trje
təә	tsyi
təә	tsyi
kij	tsyij
təәk	tsyik
tkəәp	tsyi
ke	tsye
ke	tsye
ke	tsye
ke	tsye
ke	tsye
tar	tsye
tek	tsyek
Ntəәk	dri
mtəәk	dri
Ntəәk	drik
drek	drjek
Ntəәk	dzyik
dəәk	dzyik
mtəәk	dzyik
mtəәk	dzyik
trəәk	trik
tip	tri
təәk	tsyik
təәk	tsyik
tip	tsyi
tnip 	tsyi
tAk	tsyek
tʰrəәʔ	trhi
trijʔ	trij
tqəәʔ	tsyi
təәʔ	tsyi
təәʔ	tsyi
kijʔ	tsyij
məәkijʔ	tsyij
tijʔ	tsyij
kteʔ	tsye
keʔ	tsye
dˤreʔ	drea
lrəә	dri
mtəәk	dri
lrijʔ	drij
lrəәj	drij
lrəәj	drij
dreʔ	drje
drat	drjej
lrat	drjej
trəәk	tri
tlrit	trij
tip	trij
tit	trij
trəәk	trik
trit	tri
tre	trje
tsrik	tsri
təә	tsyi
təәk	tsyi
təәk	tsyi
tip	tsyij
tip	tsyij
tit	tsyij
tlit	tsyi
tAk	tsyae
ke	tsye
ke	tsye
ket	tsyej
ket	tsyej
tet	tsyej
tet	tsyej
tAk	tsyek
Ntˤuŋ	dzown
truŋ	trjuwn
truŋ	trjuwn
tqoŋ	tsyown
toŋ	tsyown
toŋ	tsyown
toŋ	tsyown
tuŋ	tsyuwn
tuŋ	tsyuwn
tuŋ	tsyuwn
troŋʔ 	trjown
ktoŋʔ	tsyown
toŋʔ	tsyown
Ntoŋʔ	drjown
Ntoŋʔ	drjown
Ntruŋ	drjuwn
truŋ	trjuwn
toŋʔ	tsyown
tuŋ	tsyuwn
tiw	tsyuw
tiw	tsyuw
tu	tsyuw
tu	tsyuw
tu	tsyuw
tquk	tsyuwk
tquk	tsyuwk
lruk	drjuwk
truʔ	trjuw
tkuʔ	trjuw
tpəәʔ	tsyuw
tpəәʔ	tsyuw
druʔ	drjuw
druʔ	drjuw
lru	drjuw
Ntsˤroʔ	dzrjuw
mtsˤro	dzrjuw
truk	trjuw
tˤok	trjuw
tsˤro	tsrjuw
tsˤro	tsrjuw
tuk	tsyuw
tra	trjo
tro	trju
tro	trju
tro	trju
tro	trju
ta	tsyo
ta	tsyo
to	tsyu
to	tsyu
to	tsyu
lriwk	drjuwk
trok	trjowk
truk	trjuwk
tok	tsyowk
mlut 	zywi
traʔ	trjo
toʔ	trju
toʔ	trju
taʔ	tsyo
taʔ	tsyo
taʔ	tsyo
taʔ	tsyo
taʔ	tsyo
tok	tsyowk
toʔ	tsyu
toʔ	tsyu
mtraʔ	drjo
məәdraʔ	drjo
dak	drjo
lra	drjo
mtoʔ	drju
dro	drju
dzra	dzrjo
tak	trjo
tro	trju
truk	trjuwk
to	tsyu
tu 	tsyu
tuk	tsyuwk
tuk	tsyuwk
tsru	tsraew
tsˤuʔ	tsraew
tsˤroj	tsrwae
ton	tsywen
məәtronʔ	trjwen
tronʔ	trjwen
Ntron	drjwen
dzronʔ	dzrjwen
tron	trjwen
tsraŋ	tsrjan
tsraŋ	tsrjan
Ntˤoŋ	draewn
dzraŋ	dzrjan
tsaŋ	tsrjan
truj	trwij
tur	tsywij
turʔ	tsywij
mlrut	drwij
mlrut	drwij
trun	trwin
tur	tsywin
turʔ	tsywin
turʔ	tsywin
tˤrawk 	traewk
tˤrawk	traewk
tsrok	tsraewk
tot	tsywe
Ntˤrok	draewk
lˤrewk	draewk
lˤrewk	draewk
mtak	drjak
drok	drjowk
Cəәtˤrok	traewk
məәtˤok	traewk
tak	trjak
trot	trjwej
trot	trjwe
tsrak	tsraewk
tsrak	tsrjak
skrot	tsrjwe
skrot 	tsrwea
tewk	tsyak
tak	tsyak
tewk	tsyak
tewk	tsyak
tsəә	tsi
tsij	tsij
tsij	tsij
tsij	tsij
tsij	tsij
tsij	tsij
tsrəә	tsri
tsəәʔ	tsi
tsəәʔ	tsi
tsəәʔ	tsi
tsijʔ	tsij
tsijʔ	tsij
sNtse	zje
məәdzəә	dzi
sbit	dzij
sbit	dzij
Cdzˤre	dzrea
tsit	tsij
tsoŋ	tsjown
tsˤuŋ	tsown
tsˤoŋ	tsuwn
tsˤoŋ	tsuwn
tsˤoŋ	tsuwn
tsˤoŋ	tsuwn
tsˤoŋ	tsuwn
tsˤoŋ	tsuwn
tsˤoŋ	tsuwn
tsˤoŋʔ	tsuwn
tsˤoŋʔ	tsuwn
dzoŋ	dzjown
tsoŋ	tsjown
stˤuŋ	tsown
tso	tsju
tso	tsju
tsˤro	tsrjuw
tsˤro	tsrjuw
tsˤroʔ	tsrjuw
tsˤoʔ	tsuw
tsˤo	tsuw
dzˤok	dzuwk
tsok	tsjowk
tsok	tsjowk
tsˤok	tsuwk
tsˤok	tsuwk
tsut	tswi
tsˤut	tswo
tsraʔ	tsrjo
tsˤaʔ	tsu
tsˤor	tswan
tsˤonʔ	tswan
tsˤur	tswoj
tsˤur	tswoj
tsojʔ	tsjwe
dzˤujʔ	dzwoj
tsˤot	tswaj
Cəәtsut	tswij
tsun	tswin
tsˤun	tswon
tsˤun	tswon
tsˤun	tswon
dzˤak	dzak
tsˤajʔ	tsa
tsˤajʔ	tsa
tsˤarʔ	tsa
tsˤarʔ 	tsa
dzˤak	dzu
dzˤojʔ	dzwa
mdzˤojʔ	dzwa
dzˤojʔ	dzwa
dzˤojʔ	dzwa
tsˤak	tsak
tsˤawk	tsak
tsˤak	tsu
